,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2068.3125732942635
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,805.6147796581764
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1213.794543136964
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,647.7796582158206
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4303.7685917753115
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2667.2779810870798
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2041.7078940309466
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,868.9994579469087
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2374.4386462822267
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,2671.073789289692
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4303.7685917753115
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2204.5303087758093
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,10496.54256952392
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,8809.9873224448
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1148.066953313527
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5215.126680044619
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,19313.287955480988
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,7439.687580713293
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1023.9560054703355
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2441.805224817028
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,4853.102839570516
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,6087.630560406794
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,6131.646766523344
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2603.872732259955
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4625.1803827811345
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,11143.002008974034
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1242.270541663397
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1085.0677049740843
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,448.08239662091626
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,724.7738477864389
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2699.2458210793416
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,864.3180689825012
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,5148.575151523744
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1584.2202885124057
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,2801.512732385673
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1582.4933420864154
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,447.84122986831267
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1168.272263244286
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6115.962504896311
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,600.6022586160622
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1464.6343690566175
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,12069.1863427669
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,4141.510408220206
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,737.5074341532504
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1332.1460355198542
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5538.675756921471
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,5602.115575850782
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,4111.226620965608
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2768.908278123545
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,659.7245874920171
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4710.403355785427
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3225.3306438439577
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1117.7505862259382
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1504.04700946483
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1584.2202885124057
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,3995.438704074562
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5122.737701671964
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,5308.2470092870335
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,2838.9267162149254
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3995.438704074562
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,552.5987929335666
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,8180.292205238719
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,659.8406244737755
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,4817.912985705628
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6932.235400722697
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,508.1557633312758
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,768.7744630058271
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2029.664172669912
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,3904.033089400822
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3897.3196904664283
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3178.329344454094
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5114.004227296196
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2671.073789289692
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,982.9714537771094
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,724.7738477864389
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,9166.868756922491
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,5481.884385902931
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1401.7031080396905
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,580.3709608736939
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,11945.887361582007
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12304.988998563245
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,714.6218545371329
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1407.0155072327393
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,6537.483323993305
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,589.1469953649676
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1992.4757654761152
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3281.1204117472516
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,1082.4019004052886
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,853.1458902014998
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,6142.167702634591
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,7592.872492330002
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1940.0927621815076
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,809.6095495685919
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2091.7114927680987
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,3640.7101358602995
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1327.4036103958908
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4670.474644594601
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5711.874257343752
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6228.748575161779
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,16083.327622388168
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,11143.002008974034
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,13054.226684380686
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,605.5199868468944
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2541.1811977558837
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3708.388567163692
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,7504.579351037527
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1995.9806130905638
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1815.5905802681036
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5807.8832388047385
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1526.5787318303755
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,8361.15693640054
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1520.9672645540084
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9593.187934238567
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5120.68946653254
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,10496.54256952392
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,2721.4365114167467
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,915.4453400652367
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,15636.55600823533
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,637.6138813259893
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1397.878735811811
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3037.0816635734636
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,5968.214145256308
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6221.784557016395
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1644.1477780118346
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1413.4373913762645
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4593.955705879969
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3367.744714388136
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2768.908278123545
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1333.1066976432774
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2671.073789289692
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3720.711733275154
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5299.173552968463
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2976.4888234240984
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6012.8330278610065
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2441.805224817028
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5908.188024898438
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2396.7479661899565
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3135.661306159958
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14491.790853791481
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,904.0041966635349
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3805.7227167601463
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,2990.8563740286972
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,14352.563899182562
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3206.79932912898
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3875.6243503268433
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1023.9560054703355
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,764.7020955344417
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,777.1130476659013
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7722.523288363468
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11436.74333868226
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4711.919449805953
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1069.529986920163
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2439.9867788494375
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5687.771180487467
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3203.2923364156422
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,809.6095495685919
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,764.1109069147651
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2312.373463906093
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,7783.0021385868795
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7501.045755965837
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4303.7685917753115
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,435.8717376268696
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,501.04415140434224
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,953.6285877459737
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2150.2835359948594
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1337.0820432886978
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,610.7259181826931
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,7122.601810567424
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1172.2572609790957
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,5871.685397080524
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1245.7458568132436
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,2914.4779963792325
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1472.6397656778129
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,3995.438704074562
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,647.7796582158206
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4462.156681891249
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,6008.722352753498
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,4585.337812799071
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5733.360812749132
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3597.7744004718784
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1874.04429926562
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,2967.185837154775
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,501.8778975596564
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3243.5687711166374
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6061.4186367901175
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,11269.779499829263
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,9897.647592929414
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2441.805224817028
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1697.559518360603
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1355.2529695915243
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1390.9126504921967
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,828.3507946598057
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1483.577202677813
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2504.549170401917
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,8573.314639652908
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7938.926097839847
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,4500.928915721649
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1291.886297484994
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1159.4344498140697
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,977.2687153345771
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,589.1469953649676
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,7113.320080701639
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1018.4642124075394
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1112.1257848203768
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1200.5232819453322
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,647.7796582158206
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,9399.230667240676
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6817.8554613575225
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,4767.127322427091
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,11654.79704125777
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,868.9994579469087
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,27884.90550555421
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4711.919449805953
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,788.938893680883
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,21077.933904448117
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2250.2535525726
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2165.339839976642
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10740.00645443307
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,880.9234910564516
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9166.217766205558
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,549.6765939913947
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4711.919449805953
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,890.8526934866651
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2822.411656611892
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8573.095652851036
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5311.039636735142
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,19743.25944181768
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2312.373463906093
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4842.932092288719
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,499.28632632235605
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,5903.552443295044
