,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1937.6096875413587
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,3858.977973839575
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1424.0366454062414
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4194.858750740173
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,4868.4704767203875
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6117.74925073898
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,16090.452998386845
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,11535.042104210059
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,12306.93657815918
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,595.963330833423
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2558.6045957730425
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3527.083367928933
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,7695.6775771813645
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1437.4170889100808
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2303.146095329045
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5349.522530310707
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1572.1106462728972
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9113.49282465194
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1367.0852275647037
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9457.213200144046
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6686.490454360406
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,11939.794491028282
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3241.6670539076117
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,918.8918232695634
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,15489.214359883414
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,601.070400250014
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1654.2273708043472
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,4424.967598225713
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,5162.889818079364
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6251.462152003781
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1678.788223723626
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1424.5972717854017
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4217.226697130608
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3567.446269851719
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2911.90134589618
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1327.4071333261145
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2589.9771392422585
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3552.820951856459
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5077.96255761664
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2723.0301204577195
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6088.680821028789
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2635.6994624643903
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5949.637475710152
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2560.741336268981
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3199.1135528225345
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14396.8518945329
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,955.3658645172943
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3204.9507501725066
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3545.4853367605483
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,15047.586554380609
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,2871.0994999723825
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3005.334734016772
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,929.4296847196433
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,684.0067140672952
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,766.7265162049537
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6696.2593503422295
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,12032.305299115114
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4803.4959071847
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1219.5081202406259
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2633.220905663974
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5808.120026609039
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2644.9785519911115
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,849.368970683523
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,716.5591049404588
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2197.7093596390346
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6571.948406204925
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7390.907113122505
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5691.656244562095
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,409.85714685696615
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,531.0093432189352
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,968.0515377846082
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2375.460781104663
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1304.25953752207
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,644.4976962065649
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,4773.925920584552
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1296.5846751536583
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,6507.2252084999245
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1335.3802079376585
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3451.5068218456145
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1280.1094340385168
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4037.276031921175
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,627.6704425464264
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4266.524898184543
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7127.001355474585
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,3865.535184460664
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5740.286090739313
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3433.043319882974
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2092.2229059705037
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3011.087187165393
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,568.4981030061695
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2855.9433109583424
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,5950.745091107845
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9000.914566314548
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8395.7091576366
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2474.3059436262997
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1324.5697870117447
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1558.3899195463316
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1428.1604557990595
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,827.2655314318355
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1491.8806443315184
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2538.014678227461
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,8991.82755678727
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7529.962821470841
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5203.272907509487
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1258.4733225541675
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1245.7125497682246
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1160.6624899550757
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,683.9922974303579
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6037.418612638158
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1165.8236450429322
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1054.4841615989476
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1370.3664872737213
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,685.6255005725427
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11232.21560524132
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6702.081858727907
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,6258.178641758634
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10225.211480720083
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,869.9513150149094
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,22866.971787597657
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4803.4959071847
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,667.4073749853749
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,17099.840615574118
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2277.1541033655694
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,1965.268258868209
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10342.52153696287
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,1039.055444290211
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,10919.7554220286
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,645.3859417235136
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5450.5760585337075
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1014.2126912925214
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2638.6364406693892
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8104.054457434032
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5455.006264577409
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,17842.827740776094
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2656.426026782075
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4752.612883806984
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,522.5305354698446
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4927.788954218834
