,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4222.14036312601
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,601.3590625881577
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1548.814368824768
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1318.7665469980147
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,1471.208920989543
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,959.3453985878965
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1223.8025659400087
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,618.4742304455987
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4245.806370591549
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2574.829100700783
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2043.3090661698666
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,591.4054174459018
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2265.313744686792
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3014.5486753006476
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4245.806370591549
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2198.5048014046424
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,9704.857577523406
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,10046.003268495399
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1307.4540494212504
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5305.15340441939
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,18109.38083434543
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,7146.41055925446
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1150.2688278586606
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2487.8658393569785
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5882.672915678104
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,4992.836195525044
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,4951.6057045730995
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2752.799442837004
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4772.209844995354
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,10247.099316411439
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1155.1769021618722
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,742.4516170119846
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,455.6920070118751
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,657.4627323492408
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2841.329049310714
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,765.7307172666402
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,4839.646459237896
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1656.7446479215862
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,3916.9658046311006
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1662.3279013351837
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,387.74539162977453
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1152.3388346344439
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,8674.692950539335
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,619.7904677401789
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1038.5957868889554
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,8556.683474974168
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,4272.2390881852225
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,639.4369493256904
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1495.3556156654556
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,6701.511501753492
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4376.496451836566
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,3219.2304579777033
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2914.948026308163
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,521.397262926345
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4674.905437083584
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3866.344963536736
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1256.4384003316695
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1239.473574043245
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1656.7446479215862
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,4114.849939295833
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4701.672700988238
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4877.284419960224
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3392.2460588657145
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3745.0137305936346
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,606.6464236507616
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,10063.742369050702
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,867.8220534594651
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5097.066891248765
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,7160.039138770829
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,541.7789984908027
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,1003.0049392478926
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2190.8460145230056
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,3776.1794350784767
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3909.2544024563977
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3173.9045551422846
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4606.314457612206
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2824.124613327189
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,978.8430145816501
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,755.64568394194
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,10905.477844189238
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,5829.438555965523
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1545.3964740364383
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,600.9281225881214
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,13612.077415962527
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12041.23658765828
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,682.4066133502154
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1625.7330344257434
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,5685.34989379271
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,658.3762552885781
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1942.4953289213827
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3308.2204114898004
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,987.7833537885582
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,800.7998352363876
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5303.2006277047785
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,8607.549130158628
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2085.1639027799756
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,792.2228860612489
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1872.01999076022
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4112.602196459431
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1365.7650653344451
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4186.178770487637
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,4760.943551700434
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,5939.714500333048
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,15398.284294465022
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,11905.48985893343
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,12192.27013555102
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,547.5858853954699
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2812.0576412618575
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3706.1125345089863
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,13760.388334058036
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1359.3362560026026
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2369.060158261775
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5051.356899773953
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1563.450327288812
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9569.823032068096
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1590.9059507538072
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9063.789000878798
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6537.28058740383
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,12253.524562605206
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3246.1479250344178
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,906.8197356735302
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,14755.692633691035
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,659.5080360127536
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1497.0009167165226
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3788.903063194534
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,4658.199868741699
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6880.658778189323
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1780.5387748343753
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1415.507051998026
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4312.777608018407
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3808.7667669061298
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2928.378408221127
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1292.7157239642904
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2638.355351876545
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3584.5803630774217
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5164.3782139632385
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2780.7132780403385
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6255.66298264096
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2486.9941089857534
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6531.045913439157
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,3293.499947399895
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,4099.022911819947
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14401.541266064833
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,974.0327757103934
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3106.213205364784
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3547.9011420514043
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,15547.692392030598
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,2899.6473131374955
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2787.603872314827
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,946.5197915542695
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,695.7132481042871
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,756.1105246455398
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6363.494364180713
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,12251.562332869182
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4863.979798453486
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1150.3881318110411
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2471.9351945844705
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6372.725898013948
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2500.4278280799504
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,864.1659098894537
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,744.5128281907406
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2205.25638552145
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6925.585967176344
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7365.940948982955
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5540.005093895296
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,375.765319188367
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,491.1704974667768
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,922.2591948425738
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2213.987019454126
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1405.723025463458
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,636.3149000241464
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,3973.4436782913212
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1246.9276218433033
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,9641.085551158814
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1277.6766621553022
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3458.2965075232505
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1319.5674766928073
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4114.849939295833
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,618.4742304455987
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4282.0160441116905
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7222.064057864524
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,3683.670466651011
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5907.790583116809
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3441.799217937626
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1961.1209570934038
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3017.023435770412
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,571.1956285203945
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2914.098331107702
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,5765.087208178746
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,8105.48217004775
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7595.682705697213
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2487.8658393569785
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1321.663967783393
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1621.9456769555281
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1566.961601908516
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,814.9922057392923
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1468.4242439784268
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2544.5848052791575
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9086.126950886537
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7330.058044520418
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5271.039388753735
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1304.4608869102854
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1276.0261784120232
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1131.9886946537783
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,658.3762552885781
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5836.7499772547435
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1061.1338882261366
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1018.7885769662854
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1286.6763117820292
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,675.0762047262716
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11321.249050311215
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6496.614335473565
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,6075.549253126622
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9767.35474952551
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,857.6777884724273
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,19083.971364067045
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4863.979798453486
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,687.3274103017976
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14389.322559635402
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2264.316373162155
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2855.636881073215
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10009.208631956619
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,1018.0256389880035
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,10975.962329988117
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,585.7433305883951
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5571.413523605407
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,974.3230639087452
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,3434.1743265444497
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8067.400365219002
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5990.740554258684
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,16032.885449328078
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2455.4796955905795
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4872.333704143876
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,514.0799170157146
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4639.727758683272
