,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,9166.868756922655
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,5481.884385902873
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1401.7031080397055
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,580.3709608736784
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,11945.887361582389
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12304.98899856353
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,714.621854537117
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1407.0155072327432
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,6537.483323993224
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,589.1469953649712
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1992.4757654761117
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3281.12041174724
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,1082.4019004052934
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,853.1458902014953
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,6142.167702634656
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,7592.872492330123
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1940.0927621815008
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,809.6095495685926
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2091.711492768091
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,3640.7101358602995
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1327.403610395906
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4670.474644594559
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5711.874257343854
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6228.74857516169
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,16083.327622387997
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,11143.002008973976
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,13054.226684381034
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,605.5199868469009
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2541.181197755895
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3708.388567163679
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,7504.579351037501
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1995.9806130905672
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1815.5905802680957
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5807.883238804667
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1526.578731830377
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,8361.15693640069
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1520.9672645540138
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9593.18793423838
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5120.689466532522
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,10496.542569523865
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,2721.436511416759
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,915.4453400652521
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,15636.556008234913
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,637.6138813259735
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1397.8787358118134
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3037.081663573437
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,5968.214145256235
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6221.7845570165055
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1644.1477780118405
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1413.4373913762795
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4593.9557058799855
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3367.744714388136
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2768.908278123545
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1333.1066976432526
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2671.0737892896896
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3720.711733275141
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5299.1735529684065
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2976.488823424088
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6012.833027860986
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2441.8052248170343
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5908.188024898543
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2396.7479661899606
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3135.661306159958
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14491.790853791867
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,904.0041966635357
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3805.722716760133
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,2990.856374028713
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,14352.56389918246
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3206.7993291289686
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3875.6243503268297
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1023.9560054703392
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,764.7020955344457
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,777.1130476659047
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7722.5232883634135
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11436.743338681996
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4711.919449805911
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1069.5299869201792
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2439.986778849442
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5687.771180487568
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3203.292336415637
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,809.6095495685926
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,764.1109069147658
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2312.373463906099
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,7783.002138586949
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7501.045755965944
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4303.768591775372
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,435.87173762687615
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,501.0441514043489
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,953.6285877459806
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2150.2835359948385
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1337.0820432886956
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,610.7259181826969
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,7122.601810567323
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1172.2572609790707
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,5871.685397080514
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1245.745856813259
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,2914.4779963792453
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1472.6397656778142
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,3995.438704074569
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,647.7796582158252
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4462.156681891217
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,6008.722352753423
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,4585.337812799038
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5733.360812749122
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3597.7744004718656
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1874.0442992656235
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,2967.1858371547696
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,501.8778975596698
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3243.568771116632
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6061.418636790042
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,11269.779499829623
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,9897.647592929237
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2441.8052248170343
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1697.5595183606076
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1355.2529695915111
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1390.9126504921956
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,828.3507946598087
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1483.577202677788
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2504.5491704019214
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,8573.314639652755
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7938.926097839804
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,4500.928915721609
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1291.8862974849928
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1159.4344498140686
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,977.2687153345771
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,589.1469953649712
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,7113.320080701791
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1018.4642124075449
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1112.1257848203818
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1200.5232819453472
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,647.7796582158252
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,9399.23066724086
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6817.855461357426
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,4767.127322427065
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,11654.797041257687
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,868.9994579469118
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,27884.905505555496
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4711.919449805911
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,788.9388936808845
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,21077.93390444898
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2250.253552572608
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2165.339839976644
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10740.006454432994
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,880.9234910564516
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9166.21776620538
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,549.676593991402
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4711.919449805911
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,890.8526934866809
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2822.4116566118946
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8573.095652851189
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5311.039636735227
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,19743.25944181831
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2312.373463906099
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4842.93209228871
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,499.2863263223374
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,5903.552443295096
