,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
28,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,1389.744945445314
29,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,1547.1423196484545
30,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,4674.709771917071
31,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,872.5050637195259
32,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,2903.293865465131
33,0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,3187.460010424476
34,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,1210.555111814092
35,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,6736.540912904225
36,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1440.7015291644977
37,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,6158.750966446103
38,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,631.128448711112
39,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,431.72687666074586
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,839.8648837463293
41,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,765.5105217031585
42,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,452.2051513528148
43,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,686.6305776989502
44,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,14050.250777138956
45,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,5023.949031863126
46,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,8784.362039887006
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,1140.9802293308041
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,979.691812526808
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,3729.9175920851253
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1642.489984430562
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,4623.137871231243
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,6599.595704241488
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,572.9102998792242
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,3077.52125745963
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,10622.24817796844
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,317.93598686088706
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,2705.1233201625646
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5728.448054814715
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,4098.128611359058
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,1804.297707924614
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,1299.7337396185017
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,3916.478851990817
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1354.2078754060296
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1672.0219457130916
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,10114.404543505554
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,690.5596600796844
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1955.4903532476687
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6052.157256880262
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,930.4066866189527
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,630.4135048948245
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,597.1127585392003
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,5779.145966231392
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,592.1113316286954
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,788.1952986202496
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4221.662852334729
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,601.0322612527459
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1582.2147829901403
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1348.5557468426177
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,1469.9965154199097
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,959.3755515764036
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1223.912416775468
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,618.5113883470422
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4206.070414431543
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2577.3229764834823
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2137.846162467822
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,597.682613144358
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2266.8681552907346
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3159.1636581302078
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4206.070414431543
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2198.3787776024787
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,9805.001044688861
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,10048.203674411036
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1307.445596626395
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5313.2192693998595
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,18017.237396973436
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,7145.21573972469
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1149.8870039254543
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2487.6769038382163
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5619.383858231557
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,5021.947306967129
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,4981.435526330495
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2898.110761929081
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4771.580050177493
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,10347.144636287636
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1155.294694850944
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,748.3488310937736
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,445.73043161864723
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,657.222702361482
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2986.4690650179614
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,765.5105217031585
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,4787.989143013888
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1692.5666170324725
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,3909.638506506678
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1703.8239350760086
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,387.79183922858346
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1152.361105456623
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,8336.272775737
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,619.4299377963797
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1041.9530163733593
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,8376.26658493648
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,4271.701650915498
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,639.0238627328358
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1495.673777426462
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,6381.1053545550985
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4318.283087541224
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,3188.7344470704147
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3067.5298926148307
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,524.4945940712598
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4667.945390336085
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3865.923279925185
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1260.7696858805039
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1239.638695055553
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1692.5666170324725
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,4114.346916135564
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4653.149929541289
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4825.655925612411
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3598.0860015046133
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3711.9894768476374
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,600.3666100090337
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,10065.918594284825
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,850.1021418637627
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5089.0768034605335
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6844.197377398627
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,541.8314035817207
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,994.5833262092946
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2190.724828343587
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,3781.310736305494
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3913.9095899149743
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3382.205387428585
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4558.429528178917
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2976.7733067989216
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,978.8550845935098
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,744.053061630492
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,10913.823387210146
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,5821.587569747038
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1577.4735484535584
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,600.5045736183101
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,13601.574113891646
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12150.123020624664
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,685.0070547464513
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1626.554871935684
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,5722.6708209597755
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,644.5819948927519
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1935.3435990974829
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3510.322930188391
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,987.5520371148344
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,802.906592070587
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5337.345704442816
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,8609.523365299086
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2086.543734123017
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,791.9676238018781
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1865.0615186040577
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,3881.16508227229
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1398.9135891451717
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4146.824689377832
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,4786.899066973824
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6021.2163220528055
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,15511.891953354623
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,11896.706570270835
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,12108.31645214508
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,547.6366631907839
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2813.6586282288995
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3710.3382239125863
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,13870.274238439952
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1359.221108636025
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2422.4649318901756
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5081.362434364241
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1563.4245821657134
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9571.868284818616
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1592.8260646248887
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9162.623481634231
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6258.198041670312
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,12255.962032848522
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3425.356393141131
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,906.8425633735259
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,14861.293082909733
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,659.1631919769503
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1513.8451910115666
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3952.858317582375
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,4592.904566249866
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6871.552233735413
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1780.4446098340452
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1415.483033994744
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4270.339355982259
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3581.50106720893
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2928.1398572823205
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1292.7138361384193
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2640.370483176708
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3588.9371188890555
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5156.831038402526
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2762.1955132548896
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6246.651060618916
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2603.815910708884
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6541.826509037223
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,3092.7070217137534
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,4098.505699261556
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14506.124666573554
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,974.0578024237926
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3117.2688959558395
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3736.1355934729654
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,15540.151433494564
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,2879.226140561897
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2796.218277489601
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,946.5009561088726
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,695.4965153555298
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,756.1458149682219
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6407.250392898171
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,12242.525014361387
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4863.32912616556
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1170.046663375129
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2595.3624598384763
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6383.6963148756995
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2485.2251293925547
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,864.1979014979105
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,744.2291407034431
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2206.7134082817765
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6836.234881714338
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7457.013321221937
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5909.767753839128
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,375.8135559966465
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,475.7947389465519
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,922.2836936663747
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2327.9106410241843
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1405.6756943283606
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,621.517999877481
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,3926.418708850566
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1271.643542154543
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,9643.097809282994
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1308.6570923387062
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3637.40656594167
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1318.534740652708
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4114.346916135564
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,618.5113883470422
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4287.13725035786
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7003.595274892919
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,3700.544104286064
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5899.514115659515
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3445.202484029535
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2019.4498191809373
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3016.7731036014716
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,558.7690428114298
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2893.6812646701555
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,5846.360624634461
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,7947.200190730652
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7687.202578682725
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2487.6769038382163
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1322.1256063319095
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1646.3795964932522
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1567.364457007503
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,815.0290320888239
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1468.3796786181072
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2544.400407194137
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9075.148778567745
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7422.033941346008
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5041.241449149051
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1304.534336280824
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1276.0263523677843
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1127.1691269402804
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,644.5819948927519
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5875.70316449093
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1059.1638710188802
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1018.6755002294922
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1314.941216182944
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,661.2107987144327
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11313.991171197713
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6581.445869306412
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5815.4500716052435
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9690.85229929359
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,857.7123998994423
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,19307.47705653705
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4863.32912616556
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,689.9606873318446
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14605.753701612432
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2264.2026912429296
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2865.275384758364
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10111.755734007485
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,1008.6545155655311
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,10787.905342576232
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,567.6249879403232
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5325.128687595554
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,981.0094322160029
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,3405.7988310152655
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,7999.515782616017
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5999.574830571964
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,16252.562490134107
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2571.9583190562653
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4879.8063831899735
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,502.56347025023814
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4574.07710866588
